Row,Column,Value
16238,Edmund Mortimer,1
16245,Harry O. Hoyt,1
16251,King Vidor,1
16257,King Baggot,1
16258,Edward F. Cline,1
16275,Erle C. Kenton,1
16276,Walter Lang,1
16276,Dorothy Davenport,1
16284,Victor Schertzinger,1
16288,Lynn Reynolds,1
16294,Cecil B. DeMille,1
16307,Alfred E. Green,1
16309,Edmund Goulding,1
16319,George Archainbaud,1
16323,Victor Halperin,1
16346,John S. Robertson,1
16358,Hobart Henley,1
16361,Clarence Brown,1
16374,Victor Fleming,1
16377,John S. Robertson,1
16379,Raoul Walsh,1
16381,Jay Marchant,1
16394,Allan Dwan,1
16395,Henry King,1
16399,Edward Sloman,1
16403,Herbert Brenon,1
16409,Dimitri Buchowetzki,1
16430,William K. Howard,1
16439,Paul Sloane,1
16446,Victor Sjöström,1
16449,W.S. Van Dyke,1
16453,Bruce Mitchell,1
16461,King Baggot,1
16461,William S. Hart,1
16469,James Young,1
16473,Tod Browning,1
16478,Edward Sloman,1
16480,George B. Seitz,1
16505,Robert G. Vignola,1
16507,John Francis Dillon,1
16530,King Vidor,1
16550,Gregory La Cava,1
16557,Albert S. Rogell,1
16560,George W. Hill,1
16573,J.P. McGowan,1
16575,Roy Del Ruth,1
16598,Maurice Tourneur,1
16601,Sidney Olcott,1
16603,Frank Tuttle,1
16607,Nat Ross,1
16615,Edward H. Griffith,1
16627,King Vidor,1
16630,Buster Keaton,1
16634,Herbert Brenon,1
16635,Edward Sloman,1
16638,A. Edward Sutherland,1
16639,Harry O. Hoyt,1
16640,James Young,1
16641,Fred Niblo,1
16641,Charles Brabin,1
16641,Christy Cabanne,1
16641,J.J. Cohn,1
16641,Rex Ingram,1
16642,Irving Cummings,1
16643,Charles Reisner,1
16654,Albert Parker,1
16655,Tod Browning,1
16672,William A. Wellman,1
16673,Robert N. Bradbury,1
16677,Monta Bell,1
16690,Jack Conway,1
16693,Lynn Reynolds,1
16695,Frank S. Mattison,1
16706,William Beaudine,1
16713,William Nigh,1
16716,Lewis Milestone,1
16730,Paul Sloane,1
16749,J.P. McGowan,1
16751,James W. Horne,1
16762,Herbert Brenon,1
16766,Harry Joe Brown,1
16768,Bennett Cohen,1
16770,Robert N. Bradbury,1
16782,Fred Jackman,1
16783,Benjamin Christensen,1
16787,Frank O'Connor,1
16804,Alan Crosland,1
16822,Alfred E. Green,1
16823,Irvin Willat,1
16827,Paul Sloane,1
16832,Sam Taylor,1
16844,Sam Wood,1
16854,Howard Hawks,1
16864,Spencer Gordon Bennet,1
16871,Richard Rosson,1
16871,Lewis Milestone,1
16893,Roy Del Ruth,1
16895,Sam Taylor,1
16916,W.S. Van Dyke,1
16929,Walter Lang,1
16935,Malcolm St. Clair,1
16939,Lewis Seiler,1
16940,Curt Rehfeld,1
16950,Paul Hurst,1
16959,Frank Urson,1
16963,Herman C. Raymaker,1
16971,Harry Edwards,1
16989,George B. Seitz,1
16999,Alfred E. Green,1
17000,Jacques Jaccard,1
17001,James P. Hogan,1
17004,A. Edward Sutherland,1
17009,B. Reeves Eason,1
17009,Archie Mayo,1
17010,Irving Cummings,1
17014,Kenneth S. Webb,1
17028,Frank Tuttle,1
17029,Clarence Brown,1
17033,Herbert Brenon,1
17063,Gregory La Cava,1
17067,Charles Hutchison,1
17081,Louis J. Gasnier,1
17082,Frank Tuttle,1
17100,Paul Sloane,1
17103,Rex Ingram,1
17107,Forrest Sheldon,1
17107,Harry S. Webb,1
17119,Victor Fleming,1
17122,Lois Weber,1
17132,John M. Stahl,1
17139,Bennett Cohen,1
17160,Lambert Hillyer,1
17202,Lewis Milestone,1
17205,Herman C. Raymaker,1
17206,Harry Joe Brown,1
17218,Francis Ford,1
17218,Ben F. Wilson,1
17233,Sam Wood,1
17246,George B. Seitz,1
17251,Edmund Goulding,1
17254,Henry King,1
17265,Henry McCarty,1
17272,Harry A. Pollard,1
17300,Fred C. Newmeyer,1
17309,Sidney Olcott,1
17321,David Kirkland,1
17326,Alan Hale,1
17328,Howard Hawks,1
17329,Tod Browning,1
17330,Richard Thorpe,1
17340,William C. de Mille,1
17350,Victor Sjöström,1
17354,Millard Webb,1
17367,Clifford Smith,1
17374,John Ford,1
17384,B. Reeves Eason,1
17399,Robert N. Bradbury,1
17401,William A. Seiter,1
17409,Ernst Lubitsch,1
17410,Gregory La Cava,1
17416,George Fitzmaurice,1
17421,Frank O'Connor,1
17423,William Beaudine,1
17423,Tom McNamara,1
17437,Frank Capra,1
17454,B. Reeves Eason,1
17455,Lynn Reynolds,1
17457,Louis J. Gasnier,1
17462,Michael Curtiz,1
17480,Monta Bell,1
17483,Harry Edwards,1
17492,Charles Brabin,1
17494,Nat Ross,1
17508,Monta Bell,1
17509,Dimitri Buchowetzki,1
17518,William K. Howard,1
17526,Robert Z. Leonard,1
17530,Svend Gade,1
17532,A. Edward Sutherland,1
17534,Edward Sedgwick,1
17539,William A. Seiter,1
17540,Raoul Walsh,1
17548,Howard Bretherton,1
17554,Edward Laemmle,1
17567,Henry King,1
17569,Frank Lloyd,1
17575,Josef von Sternberg,1
17584,William A. Wellman,1
17585,Arthur Rosson,1
17586,Donald Crisp,1
17593,Monta Bell,1
17619,Frank Urson,1
17626,Richard Wallace,1
17637,John Waters,1
17652,Ted Wilde,1
17655,Irvin Willat,1
17662,Rowland V. Lee,1
17662,Mauritz Stiller,1
17667,Alan Crosland,1
17681,Robert F. Hill,1
17687,George B. Seitz,1
17692,William Wyler,1
17703,Joseph Boyle,1
17709,Orville O. Dull,1
17731,Fred Niblo,1
17735,John S. Robertson,1
17739,Paul Leni,1
17742,Lambert Hillyer,1
17749,Robert De Lacey,1
17750,Frank Urson,1
17751,Frank Lloyd,1
17751,Josef von Sternberg,1
17752,Paul Leni,1
17757,Sidney Olcott,1
17764,Frank O'Connor,1
17765,James W. Horne,1
17765,Buster Keaton,1
17767,Archie Mayo,1
17774,Joseph Boyle,1
17774,Lothar Mendes,1
17778,Howard Hawks,1
17802,William Wyler,1
17804,Richard Thorpe,1
17823,Charles Hutchison,1
17841,Allan Dwan,1
17856,Luther Reed,1
17859,Robert Florey,1
17865,Dorothy Arzner,1
17866,Melville W. Brown,1
17882,James P. Hogan,1
17887,Richard Thorpe,1
17894,Herman C. Raymaker,1
17898,Frank Capra,1
17913,B. Reeves Eason,1
17917,Rex Ingram,1
17921,Benjamin Stoloff,1
17925,Clyde Bruckman,1
17925,Buster Keaton,1
17926,Harry d'Abbadie d'Arrast,1
17928,Dorothy Arzner,1
17936,Erle C. Kenton,1
17943,Harry S. Webb,1
17946,Michael Curtiz,1
17958,Roy Del Ruth,1
17962,William Wyler,1
17984,William James Craft,1
17990,Howard M. Mitchell,1
17995,Howard Bretherton,1
18014,Mauritz Stiller,1
18016,Victor Fleming,1
18022,Roy Del Ruth,1
18024,John M. Stahl,1
18028,Byron Haskin,1
18030,Alfred E. Green,1
18032,Harry S. Webb,1
18037,Alan Crosland,1
18046,Allan Dwan,1
18054,Cecil B. DeMille,1
18074,James Flood,1
18080,Arthur Rosson,1
18081,Lewis Seiler,1
18097,Tod Browning,1
18102,Frank Capra,1
18103,J.P. McGowan,1
18107,Edmund Goulding,1
18107,John Gilbert,1
18109,George Fitzmaurice,1
18129,Henry King,1
18131,Donald Crisp,1
18132,John Francis Dillon,1
18137,George Melford,1
18149,Richard Wallace,1
18166,Benjamin Christensen,1
18179,William Nigh,1
18183,Sam Taylor,1
18184,E. Mason Hopper,1
18194,Millard Webb,1
18199,John Waters,1
18203,George Fitzmaurice,1
18204,Fred Jackman,1
18210,King Baggot,1
18211,Frank R. Strayer,1
18221,Harry F. Millarde,1
18227,Robert Florey,1
18233,Clifford Smith,1
18235,Alfred Santell,1
18243,Lewis Seiler,1
18247,Howard Hawks,1
18253,Alfred Santell,1
18266,Joseph Henabery,1
18267,Frank R. Strayer,1
18272,Richard Wallace,1
18275,B. Reeves Eason,1
18285,Allen Dale,1
18289,Alexander Korda,1
18297,Sidney Franklin,1
18301,Sam Wood,1
18311,Roscoe 'Fatty' Arbuckle,1
18312,Albert S. Rogell,1
18313,J.P. McGowan,1
18318,Edwin Carewe,1
18320,Robert F. Hill,1
18332,John S. Robertson,1
18336,Robert Florey,1
18345,Frank R. Strayer,1
18346,Victor Fleming,1
18351,Gregory La Cava,1
18362,Frank Peregini,1
18375,Lois Weber,1
18379,Frank Borzage,1
18381,Clarence G. Badger,1
18382,Jack Nelson,1
18389,William K. Howard,1
18397,Tod Browning,1
18406,Benjamin Stoloff,1
18429,Herbert Brenon,1
18438,W.S. Van Dyke,1
18464,J.P. McGowan,1
18471,George W. Hill,1
18480,Chester M. Franklin,1
18512,Paul Sloane,1
18515,Lewis Milestone,1
18525,Jack Conway,1
18545,Robin Williamson,1
18545,Joseph E. Zivelli,1
18548,Lambert Hillyer,1
18566,Alan Crosland,1
18571,William K. Howard,1
18579,W.S. Van Dyke,1
18584,Richard Rosson,1
18595,Edmund Goulding,1
18601,Rupert Julian,1
18613,Victor Fleming,1
18619,Sidney Franklin,1
18621,Burton L. King,1
18624,Viktor Tourjansky,1
18624,W.S. Van Dyke,1
18629,George B. Seitz,1
18633,Howard Hawks,1
18633,Lewis Seiler,1
18634,Gene Carroll,1
18638,Jack Conway,1
18639,Edward Sloman,1
18646,Christy Cabanne,1
18654,J.P. McGowan,1
18666,Victor Fleming,1
18673,Erle C. Kenton,1
18674,George Fitzmaurice,1
18678,D.W. Griffith,1
18681,John Waters,1
18715,James P. Hogan,1
18722,Jack Conway,1
18733,Charles Brabin,1
18742,Edward Sedgwick,1
18742,Buster Keaton,1
18748,Edward H. Griffith,1
18749,Robert Z. Leonard,1
18761,Harry Langdon,1
18771,George B. Seitz,1
18772,Edward Sedgwick,1
18773,Charles Chaplin,1
18781,Harry Joe Brown,1
18792,Donald Crisp,1
18806,King Vidor,1
18825,Chester M. Franklin,1
18836,Victor Sjöström,1
18846,Rowland V. Lee,1
18850,Fred Niblo,1
18854,D.W. Griffith,1
18867,William Nigh,1
18879,Howard Hawks,1
18882,Gregory La Cava,1
18887,Clarence G. Badger,1
18889,Wesley Ruggles,1
18889,Otis Thayer,1
18892,Rowland V. Lee,1
18893,Robert Z. Leonard,1
18907,F.W. Murnau,1
18909,John Ford,1
18910,William Nigh,1
18927,Lewis Milestone,1
18971,Gregory La Cava,1
18974,William A. Seiter,1
18976,Mervyn LeRoy,1
18979,Robert F. Hill,1
18980,Benjamin Christensen,1
18987,William Beaudine,1
18993,Marshall Neilan,1
19013,William Beaudine,1
19035,Lothar Mendes,1
19035,Roy Pomeroy,1
19064,Edward F. Cline,1
19067,Robert Z. Leonard,1
19070,Ray Enright,1
19071,Josef von Sternberg,1
19077,William Nigh,1
19085,Elmer Clifton,1
19096,Bryan Foy,1
19109,Pál Fejös,1
19130,Paul Leni,1
19131,Spencer Gordon Bennet,1
19132,Duke Worne,1
19136,Dorothy Arzner,1
19150,Victor Sjöström,1
19151,Frank Capra,1
19152,James Cruze,1
19159,Irvin Willat,1
19179,Frank R. Strayer,1
19182,John Ford,1
19194,Harry Revier,1
19195,Fred Niblo,1
19217,John Francis Dillon,1
19226,Mervyn LeRoy,1
19237,Harry Beaumont,1
19252,Frank R. Strayer,1
19258,King Vidor,1
19269,Bruce Mitchell,1
19278,Walt Disney,1
19278,Ub Iwerks,1
19290,Frank Capra,1
19304,Lewis Milestone,1
19305,Edwin Carewe,1
19312,Raoul Walsh,1
19313,Clarence G. Badger,1
19317,Robert De Lacey,1
19332,Mrs. Wallace Reid,1
19339,E. Mason Hopper,1
19355,Frank Capra,1
19358,Alan Crosland,1
19370,John G. Blystone,1
19375,Richard Wallace,1
19379,King Vidor,1
19380,Victor Schertzinger,1
19388,Lloyd Bacon,1
19391,Ludwig Berger,1
19398,Howard Higgin,1
19412,Ted Wilde,1
19419,Donald Crisp,1
19421,Charles Reisner,1
19421,Buster Keaton,1
19431,Mauritz Stiller,1
19431,Ludwig Berger,1
19431,Lothar Mendes,1
19431,Josef von Sternberg,1
19434,Frank Capra,1
19434,Irvin Willat,1
19451,Sam Taylor,1
19451,Lewis Milestone,1
19451,Viktor Tourjansky,1
19454,William C. de Mille,1
19456,Roy Del Ruth,1
19462,Frank Capra,1
19463,Fred C. Newmeyer,1
19463,Reginald Denny,1
19474,William Wyler,1
19478,A. Edward Sutherland,1
19489,Clarence Brown,1
19501,Fred Niblo,1
19519,Richard Thorpe,1
19521,John Waters,1
19549,Fred C. Newmeyer,1
19550,F. Richard Jones,1
19554,Frank Capra,1
19557,Frank Lloyd,1
19561,Edward Sedgwick,1
19567,Tom Buckingham,1
19571,Jack Conway,1
19574,W.S. Van Dyke,1
19574,Robert J. Flaherty,1
19579,Ralph Ceder,1
19585,Victor Sjöström,1
19589,Henry King,1
19589,Sam Taylor,1
19603,Alexander Korda,1
19617,J.P. McGowan,1
19620,Ray Taylor,1
19630,Roland West,1
19632,Alfred J. Goulding,1
19644,Rouben Mamoulian,1
19647,Howard Bretherton,1
19664,Roy Del Ruth,1
19666,Marshall Neilan,1
19668,Noel M. Smith,1
19679,Robert Florey,1
19687,Lewis Milestone,1
19693,Kenneth Hawks,1
19699,John Ford,1
19705,Alfred L. Werker,1
19711,Richard Thorpe,1
19722,Charles Brabin,1
19725,Pál Fejös,1
19726,Mervyn LeRoy,1
19730,George Archainbaud,1
19757,George Melford,1
19758,Robert Milton,1
19765,William A. Wellman,1
19774,John Cromwell,1
19774,A. Edward Sutherland,1
19776,Raoul Walsh,1
19777,Robert Florey,1
19777,Joseph Santley,1
19778,J.P. McGowan,1
19781,George Archainbaud,1
19784,Wallace Fox,1
19785,Wesley Ruggles,1
19789,Jerome Storm,1
19798,John Cromwell,1
19798,A. Edward Sutherland,1
19800,Lothar Mendes,1
19804,Harry S. Webb,1
19805,Frank Lloyd,1
19810,Lynn Shores,1
19810,Leslie Pearce,1
19823,Alfred E. Green,1
19831,Frank Capra,1
19833,Frank Lloyd,1
19834,Edward Laemmle,1
19839,James Cruze,1
19840,Robert Milton,1
19843,Cecil B. DeMille,1
19856,Edwin Carewe,1
19864,Allan Dwan,1
19871,A. Edward Sutherland,1
19871,Edwin H. Knopf,1
19873,Richard Thorpe,1
19884,Frank Capra,1
19887,Tay Garnett,1
19892,William A. Seiter,1
19895,Edward F. Cline,1
19896,David Butler,1
19907,Allan Dwan,1
19920,Millard Webb,1
19923,Lewis Seiler,1
19929,Edgar Selwyn,1
19932,Michael Curtiz,1
19933,Millard Webb,1
19936,Roy Del Ruth,1
19945,Reginald Barker,1
19946,James Cruze,1
19946,Erich von Stroheim,1
19949,Frank Tuttle,1
19958,George Abbott,1
19959,King Vidor,1
19971,Paul Sloane,1
19972,Michael Curtiz,1
19979,Paul L. Stein,1
19983,Howard Higgin,1
19987,Gregory La Cava,1
19992,Robert Florey,1
19993,Charles Reisner,1
20001,Raoul Walsh,1
20004,Benjamin Christensen,1
20014,William C. de Mille,1
20016,Lothar Mendes,1
20026,Richard Wallace,1
20030,Allan Dwan,1
20041,Walt Disney,1
20041,Ub Iwerks,1
20042,Melville W. Brown,1
20049,Walt Disney,1
20056,Edward Sloman,1
20057,Ray Enright,1
20059,Richard Thorpe,1
20062,Jacques Feyder,1
20072,Hobart Henley,1
20078,Pál Fejös,1
20079,J.P. McGowan,1
20080,Paul Leni,1
20082,Victor Schertzinger,1
20085,Harry Joe Brown,1
20092,Jean de Limur,1
20099,Dorothy Davenport,1
20101,Mervyn LeRoy,1
20103,George Fitzmaurice,1
20107,Arthur Rosson,1
20109,Edward Sloman,1
20112,Ernst Lubitsch,1
20114,William Wyler,1
20121,Norman Taurog,1
20121,Charles C. Wilson,1
20122,Frank Borzage,1
20135,William A. Wellman,1
20143,Robert Z. Leonard,1
20144,Robert Z. Leonard,1
20146,Lothar Mendes,1
20164,Walt Disney,1
20166,Erle C. Kenton,1
20168,Ub Iwerks,1
20168,Wilfred Jackson,1
20172,D. Ross Lederman,1
20175,James Flood,1
20175,Frank Reicher,1
20197,Rowland V. Lee,1
20198,Lucien Hubbard,1
20198,Benjamin Christensen,1
20198,Maurice Tourneur,1
20210,Clarence Brown,1
20217,Lewis Milestone,1
20218,Malcolm St. Clair,1
20223,Michael Curtiz,1
20223,Darryl F. Zanuck,1
20227,Victor Schertzinger,1
20234,Tay Garnett,1
20247,Jack Conway,1
20253,W.S. Van Dyke,1
20257,Clarence G. Badger,1
20258,Edward H. Griffith,1
20267,Phil Rosen,1
20278,A. Edward Sutherland,1
20298,Erich von Stroheim,1
20298,Richard Boleslawski,1
20298,Edmund Goulding,1
20298,Irving Thalberg,1
20298,Sam Wood,1
20299,Bryan Foy,1
20305,Howard Higgin,1
20319,Howard Bretherton,1
20320,Victor Schertzinger,1
20323,Herbert Brenon,1
20334,Richard Wallace,1
20335,Frank Borzage,1
20336,Charles Reisner,1
20356,Fred C. Newmeyer,1
20358,John Francis Dillon,1
20388,Reginald Barker,1
20392,William Wyler,1
20396,Henry King,1
20400,Duke Worne,1
20403,John G. Adolfi,1
20404,Malcolm St. Clair,1
20409,Harry Beaumont,1
20410,John S. Robertson,1
20421,William A. Seiter,1
20425,Sam Wood,1
20434,Erle C. Kenton,1
20436,Leo McCarey,1
20438,Benjamin Stoloff,1
20439,Harry Beaumont,1
20442,Edward Sedgwick,1
20442,Buster Keaton,1
20445,Walt Disney,1
20446,Alexander Korda,1
20449,Lloyd Bacon,1
20458,Wesley Ruggles,1
20466,David Butler,1
20469,Frank Tuttle,1
20470,Bert Glennon,1
20471,William A. Seiter,1
20479,Sam Taylor,1
20480,Marshall Neilan,1
20481,Henry MacRae,1
20484,Walt Disney,1
20488,E. Mason Hopper,1
20490,Frank Borzage,1
20492,Tod Browning,1
20493,Alfred Santell,1
20494,Paul L. Stein,1
20496,Thornton Freeland,1
20497,John G. Blystone,1
20500,Ben F. Wilson,1
20503,George Fitzmaurice,1
20504,Howard Bretherton,1
20514,Edmund Goulding,1
20516,Bayard Veiller,1
20527,William Beaudine,1
20538,Jack Conway,1
20549,Frank Craven,1
20549,Richard Rosson,1
20556,Victor Fleming,1
20560,Willard Mack,1
20577,Victor Schertzinger,1
20581,Tod Browning,1
20596,Rowland V. Lee,1
20599,William A. Wellman,1
20603,Clarence Brown,1
20613,Frank Capra,1
20620,D.W. Griffith,1
20629,Lewis Milestone,1
20634,Lloyd Corrigan,1
20634,Norman Z. McLeod,1
20640,Victor Heerman,1
20641,Clarence Brown,1
20642,Jacques Feyder,1
20645,Dorothy Arzner,1
20647,Ub Iwerks,1
20649,Alfred Santell,1
20661,William A. Seiter,1
20662,Clarence G. Badger,1
20663,George Fitzmaurice,1
20667,Walt Disney,1
20672,Lambert Hillyer,1
20673,Herbert Brenon,1
20677,Robert Milton,1
20677,Dorothy Arzner,1
20677,Henry Hathaway,1
20677,Rollo Lloyd,1
20679,Frank Tuttle,1
20681,J.P. McGowan,1
20682,Harry S. Webb,1
20683,Alan Crosland,1
20686,George W. Hill,1
20686,Ward Wing,1
20688,Russell Mack,1
20690,Hobart Henley,1
20693,King Vidor,1
20700,Otto Brower,1
20700,Edwin H. Knopf,1
20712,John Francis Dillon,1
20715,Mervyn LeRoy,1
20718,A. Edward Sutherland,1
20724,Charles Brabin,1
20736,Alan James,1
20736,J.P. McGowan,1
20740,Alan Crosland,1
20741,John S. Robertson,1
20741,Pál Fejös,1
20748,Rupert Julian,1
20748,John Willard,1
20754,Al Christie,1
20758,Melville W. Brown,1
20759,Sidney Lanfield,1
20763,Harry Beaumont,1
20768,F.W. Murnau,1
20770,Ted Wilde,1
20771,Renaud Hoffman,1
20773,Walter Lang,1
20773,Roy William Neill,1
20776,Vin Moore,1
20780,Walter Lang,1
20781,Victor Fleming,1
20792,Walter Lang,1
20795,J.P. McGowan,1
20799,Paul Sloane,1
20801,William James Craft,1
20804,Chandler Sprague,1
20805,Ray Enright,1
20806,George B. Seitz,1
20808,Edward Sedgwick,1
20809,Malcolm St. Clair,1
20815,Howard Hawks,1
20816,Christy Cabanne,1
20819,Rowland V. Lee,1
20823,Edmund Goulding,1
20826,Roy Del Ruth,1
20828,Luther Reed,1
20836,Archie Mayo,1
20838,Edward Sedgwick,1
20844,Sam Taylor,1
20848,John G. Adolfi,1
20850,Monta Bell,1
20866,Phil Rosen,1
20869,Leslie Pearce,1
20873,Fred C. Newmeyer,1
20875,Roy William Neill,1
20876,Clyde Bruckman,1
20876,Harold Lloyd,1
20885,Burt Gillett,1
20890,William A. Seiter,1
20891,Harry Beaumont,1
20894,Lloyd Corrigan,1
20894,Laurence Schwab,1
20895,Norman Taurog,1
20896,John Cromwell,1
20900,George Archainbaud,1
20902,Edward Sedgwick,1
20919,Sam Wood,1
20921,John Francis Dillon,1
20922,Bert Glennon,1
20924,William A. Seiter,1
20926,Ray Enright,1
20929,Nick Grinde,1
20935,Hobart Henley,1
20938,Alfred E. Green,1
20942,George Cukor,1
20942,Cyril Gardner,1
20945,Paul Sloane,1
20949,Benjamin Stoloff,1
20955,John P. McCarthy,1
20956,Victor Schertzinger,1
20960,Howard Hughes,1
20960,Edmund Goulding,1
20960,James Whale,1
20963,Walter Lang,1
20966,Tay Garnett,1
20968,Frank Tuttle,1
20973,David Butler,1
20977,Luther Reed,1
20984,Roy Del Ruth,1
20985,Edward H. Griffith,1
20988,Norman Taurog,1
20991,J.P. McGowan,1
21001,Roy Pomeroy,1
21003,Howard Bretherton,1
21016,David Butler,1
21017,Roy William Neill,1
21023,Albert Ray,1
21025,John Murray Anderson,1
21025,Pál Fejös,1
21039,Edgar Lewis,1
21040,Frank Capra,1
21041,John M. Stahl,1
21042,Sidney Franklin,1
21046,John P. McCarthy,1
21048,Frank Lloyd,1
21053,Harry d'Abbadie d'Arrast,1
21055,Otto Brower,1
21055,Edwin H. Knopf,1
21056,Lowell Sherman,1
21057,Edward F. Cline,1
21061,Leo McCarey,1
21062,Frank R. Strayer,1
21069,Roy Del Ruth,1
21071,Henry King,1
21072,Henry MacRae,1
21078,William James Craft,1
21079,Mervyn LeRoy,1
21083,Richard Thorpe,1
21084,Louis King,1
21085,A.F. Erickson,1
21087,Ted Wilde,1
21090,Harry Beaumont,1
21090,William Nigh,1
21092,Lowell Sherman,1
21094,Paul L. Stein,1
21097,Rupert Julian,1
21100,Charles Reisner,1
21106,Cecil B. DeMille,1
21113,D. Ross Lederman,1
21118,Allan Dwan,1
21121,George Abbott,1
21134,Scott Pembroke,1
21137,Frank Tuttle,1
21139,Louis King,1
21141,Hal Roach,1
21144,George B. Seitz,1
21147,John Cromwell,1
21153,Ernst Lubitsch,1
21176,J.P. McGowan,1
21179,Benjamin Stoloff,1
21181,Walt Disney,1
21183,John S. Robertson,1
21185,Clarence G. Badger,1
21191,Lloyd Bacon,1
21192,Mervyn LeRoy,1
21197,Lloyd Bacon,1
21198,Tay Garnett,1
21200,Archie Mayo,1
21202,John P. McCarthy,1
21216,John Francis Dillon,1
21218,Cyril Gardner,1
21218,Edwin H. Knopf,1
21219,Frank Tuttle,1
21224,Tod Browning,1
21225,Robert Milton,1
21232,Dorothy Arzner,1
21232,Otto Brower,1
21232,Edmund Goulding,1
21232,Victor Heerman,1
21232,Edwin H. Knopf,1
21232,Rowland V. Lee,1
21232,Ernst Lubitsch,1
21232,Lothar Mendes,1
21232,Victor Schertzinger,1
21232,A. Edward Sutherland,1
21232,Frank Tuttle,1
21237,Leo McCarey,1
21239,Victor Halperin,1
21240,William C. de Mille,1
21248,Harry S. Webb,1
21249,D. Ross Lederman,1
21261,Ludwig Berger,1
21262,Burt Gillett,1
21263,Mervyn LeRoy,1
21276,Edward Sloman,1
21279,Fred C. Newmeyer,1
21280,George Fitzmaurice,1
21281,George Fitzmaurice,1
21281,Harry d'Abbadie d'Arrast,1
21289,John G. Adolfi,1
21295,Victor Fleming,1
21296,George Crone,1
21297,Rowland V. Lee,1
21299,Harry S. Webb,1
21301,Richard Wallace,1
21303,Michael Curtiz,1
21307,Lionel Barrymore,1
21307,Hal Roach,1
21308,Spencer Gordon Bennet,1
21310,Clarence Brown,1
21322,George Cukor,1
21322,Cyril Gardner,1
21323,Erle C. Kenton,1
21324,Donald Crisp,1
21327,Victor Schertzinger,1
21334,A. Edward Sutherland,1
21337,Ray Enright,1
21342,William K. Howard,1
21345,Lionel Barrymore,1
21345,Wesley Ruggles,1
21346,George Abbott,1
21348,Alfred Santell,1
21349,Phil Rosen,1
21350,Howard Bretherton,1
21354,William James Craft,1
21355,Victor Sjöström,1
21357,Richard Wallace,1
21358,Louis King,1
21359,Louis J. Gasnier,1
21360,Lloyd Bacon,1
21361,James Cruze,1
21362,Melville W. Brown,1
21369,George Archainbaud,1
21374,George Archainbaud,1
21376,Louis Wolheim,1
21377,Paul L. Stein,1
21381,John G. Adolfi,1
21382,Sam Wood,1
21388,John G. Blystone,1
21395,John G. Blystone,1
21400,Frank Lloyd,1
21401,Frank Borzage,1
21404,Alan Crosland,1
21405,Ray Enright,1
21408,Benjamin Stoloff,1
21413,John Francis Dillon,1
21418,William Wyler,1
21421,William A. Seiter,1
21422,David Burton,1
21432,Kenneth Hawks,1
21434,Ub Iwerks,1
21435,William A. Seiter,1
21439,Alfred E. Green,1
21440,Edward F. Cline,1
21442,Marshall Neilan,1
21444,James Flood,1
21461,Robert F. Hill,1
21463,John Cromwell,1
21464,Jack Conway,1
21464,Sam Wood,1
21470,Harry Beaumont,1
21471,William Beaudine,1
21472,Roy Del Ruth,1
21483,John Cromwell,1
21486,Mervyn LeRoy,1
21491,B. Reeves Eason,1
21491,Norman Taurog,1
21493,William A. Seiter,1
21494,William A. Wellman,1
21502,J.P. McGowan,1
21503,Michael Curtiz,1
21505,Jack Conway,1
21507,Louis King,1
21508,John Ford,1
21509,Richard Thorpe,1
21511,Ludwig Berger,1
21511,Ernst Lubitsch,1
